Date,XLK_Close,XLF_Close,XLE_Close,XLV_Close,SPY_Close
2010-01-04,9.3787841796875,8.942388534545898,17.268268585205078,23.98484992980957,84.79635620117188
2010-01-05,9.366691589355469,9.10675048828125,17.409204483032227,23.74962615966797,85.02083587646484
2010-01-06,9.261900901794434,9.125009536743164,17.617687225341797,23.992429733276367,85.08067321777344
2010-01-07,9.225625038146973,9.31980323791504,17.59125518798828,24.075897216796875,85.43983459472656
2010-01-08,9.286087036132812,9.26501750946045,17.705766677856445,24.113840103149418,85.72418212890625
2010-01-11,9.249810218811035,9.271103858947754,17.682289123535156,24.250417709350582,85.84390258789062
2010-01-12,9.1490478515625,9.137184143066406,17.426822662353516,24.075897216796875,85.04330444335938
2010-01-13,9.237716674804688,9.24067211151123,17.491426467895508,24.394594192504883,85.7615966796875
2010-01-14,9.261900901794434,9.283284187316896,17.541339874267578,24.614635467529297,85.9935531616211
2010-01-15,9.132926940917969,9.09457302093506,17.400392532348633,24.44770240783691,85.02833557128906
2010-01-19,9.290117263793944,9.210232734680176,17.558958053588867,25.0395450592041,86.09080505371094
2010-01-20,9.140990257263184,9.185883522033691,17.285886764526367,24.827089309692383,85.21539306640625
2010-01-21,9.04426097869873,8.924125671386719,16.933528900146484,24.288352966308594,83.57676696777344
2010-01-22,8.729887962341309,8.63193130493164,16.531261444091797,24.02278709411621,81.71369934082031
2010-01-25,8.802431106567383,8.680630683898926,16.639904022216797,24.02278709411621,82.1326675415039
2010-01-26,8.778251647949219,8.528446197509766,16.53419303894043,23.886211395263672,81.78851318359375
2010-01-27,8.850800514221191,8.735416412353516,16.46959686279297,24.053138732910156,82.17758178710938
2010-01-28,8.596881866455078,8.692804336547852,16.296358108520508,23.901376724243164,81.23482513427734
2010-01-29,8.447752952575684,8.63193130493164,16.002731323242188,23.73444938659668,80.35189819335938
2010-02-01,8.544487953186035,8.77802562713623,16.531261444091797,23.87102699279785,81.6014404296875
2010-02-02,8.629125595092773,8.863249778747559,16.748537063598633,24.364234924316406,82.589111328125
2010-02-03,8.649277687072754,8.765856742858887,16.60466957092285,24.0379638671875,82.17758178710938
2010-02-04,8.407455444335938,8.38843059539795,15.923446655273438,23.43093490600586,79.64111328125
2010-02-05,8.492091178894043,8.485833168029785,15.92638874053955,23.39300537109375,79.80570983886719
2010-02-08,8.455816268920898,8.315385818481445,15.77957534790039,23.27918815612793,79.22955322265625
2010-02-09,8.528363227844238,8.400609016418457,16.11137580871582,23.4612979888916,80.22471618652344
2010-02-10,8.50418472290039,8.467568397521973,16.043840408325195,23.317121505737305,80.06759643554688
2010-02-11,8.592852592468262,8.485833168029785,16.316904067993164,23.476470947265625,80.90560913085938
2010-02-12,8.60897159576416,8.491924285888672,16.322784423828125,23.423357009887695,80.8382568359375
2010-02-16,8.737947463989258,8.66845417022705,16.707435607910156,23.62822723388672,82.1102523803711
2010-02-17,8.762127876281738,8.69888973236084,16.68394660949707,23.810331344604492,82.49932098388672
2010-02-18,8.818553924560547,8.753679275512695,16.777904510498047,23.924148559570312,82.98567962646484
2010-02-19,8.794366836547852,8.80237865447998,16.842504501342773,23.924148559570312,83.15777587890625
2010-02-22,8.778251647949219,8.918042182922363,16.61054229736328,23.855854034423828,83.17271423339844
2010-02-23,8.669427871704102,8.753679275512695,16.33452796936035,23.62822723388672,82.16265869140625
2010-02-24,8.754067420959473,8.905864715576172,16.43729591369629,23.802738189697266,82.9183349609375
2010-02-25,8.729887962341309,8.881514549255371,16.446107864379883,23.817916870117188,82.80611419677734
2010-02-26,8.741976737976074,8.936304092407227,16.484283447265625,23.825510025024418,82.85844421386719
