Date,XLK_Close,XLF_Close,XLE_Close,XLV_Close,SPY_Close
2010-01-05,-0.0012893558589631704,0.018380095329161072,0.008161553495172003,-0.00980718123440305,0.0026472797340537646
2010-01-06,-0.012462519197980026,0.020421948956005576,0.020234723499499507,0.0003160246359255048,0.0033529390806255055
2010-01-07,-0.016330383406437554,0.04220513366324097,0.018704052533670135,0.0037960332148729847,0.007588514676598601
2010-01-08,-0.00988370579583775,0.0360786129643309,0.025335376878849347,0.005377985424854792,0.01094181364978919
2010-01-11,-0.013751671688511213,0.03675923083994559,0.02397579909573544,0.011072313577870085,0.012353672181780073
2010-01-12,-0.024495320899116324,0.021783398000207788,0.009181816715792657,0.0037960332148729847,0.002912250634940161
2010-01-13,-0.01504112923169032,0.03335614146187171,0.012923002765987679,0.017083461597400262,0.011383041934321492
2010-01-14,-0.012462519197980026,0.038121319763065875,0.01581347242284936,0.02625763928324587,0.014118495346768789
2010-01-15,-0.02621419088649124,0.01701832634550038,0.007651256203922596,0.01929770164840927,0.0027357233318705543
2010-01-19,-0.009453988298994132,0.02995219891190737,0.01683373564347046,0.04397338872167378,0.015265382977873054
2010-01-20,-0.02535445084015564,0.027229300823502944,0.0010202632206208762,0.03511547424093031,0.004941684808250635
2010-01-21,-0.03566807750126899,-0.0020422802127895157,-0.01938466982992082,0.012653947695616452,-0.014382566516244033
2010-01-22,-0.06918766920253538,-0.034717483859587395,-0.042679851629405796,0.0015817136408047272,-0.036353647709086334
2010-01-25,-0.06145285594356453,-0.029271581036292238,-0.03638839411651529,0.0015817136408047272,-0.031412772659106136
2010-01-26,-0.06403095755619481,-0.046289907381792283,-0.04251008389420019,-0.004112534989152095,-0.035471371086303716
2010-01-27,-0.05629553419192779,-0.023145060337382284,-0.04625082812855885,0.0028471640765077577,-0.0308831007767566
2010-01-28,-0.08336926175632231,-0.027910238638576335,-0.05628302987580802,-0.003480247148124227,-0.042000991863909265
2010-01-29,-0.09926992766591614,-0.034717483859587284,-0.07328686461636169,-0.010439946213783968,-0.05241331357763124
2010-02-01,-0.08895569089950683,-0.01838020197564727,-0.04267985162940613,-0.004745618060768342,-0.03767751250896623
2010-02-02,-0.0799313184131406,-0.00884984537325928,-0.030097488873420786,0.015817693069462013,-0.026029949539464026
2010-02-03,-0.07778262924470591,-0.01974101114093163,-0.03842881010379828,0.002214478620185867,-0.03088310077675671
